description,name,cluster_node,profile,value,read_only,is_disabled,is_specified,encrypted,export_configuration,export_key,export_path
Path to the scheduler.properties file. The default path is /conf/scheduler.properties. This parameter is supported only for Standard Cluster.,Cluster.Service.Scheduler.File.configurationFile.path,7af3b8f69d4d812dce18a26c56d9100a,Default,/conf/scheduler.properties,false,false,true,false,NO value,NO value,NO value
This is the ST installation home directory. This parameter is supported only for Standard Cluster.,Cluster.Service.Scheduler.File.configurationFile.relative,7af3b8f69d4d812dce18a26c56d9100a,Default,fdHome,false,false,true,false,NO value,NO value,NO value
The default scheduler name is Scheduler.,Cluster.Service.Scheduler.name,7af3b8f69d4d812dce18a26c56d9100a,Default,Scheduler,false,false,true,false,NO value,NO value,NO value
How much time (in milliseconds) a thread from the thread pool should stay idle before it's stopped for EventQueueMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.EventQueueMessageProcessing.idleTime,7af3b8f69d4d812dce18a26c56d9100a,Default,60,false,false,true,false,NO value,NO value,NO value
The maximum number of threads for EventQueueMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.EventQueueMessageProcessing.maxThreads,7af3b8f69d4d812dce18a26c56d9100a,Default,5,false,false,true,false,NO value,NO value,NO value
The minimum number of threads for EventQueueMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.EventQueueMessageProcessing.minThreads,7af3b8f69d4d812dce18a26c56d9100a,Default,3,false,false,true,false,NO value,NO value,NO value
How much time (in milliseconds) a thread from the thread pool should stay idle before it's stopped for GeneralMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.GeneralMessageProcessing.idleTime,7af3b8f69d4d812dce18a26c56d9100a,Default,60,false,false,true,false,NO value,NO value,NO value
The maximum number of threads for GeneralMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.GeneralMessageProcessing.maxThreads,7af3b8f69d4d812dce18a26c56d9100a,Default,4,false,false,true,false,NO value,NO value,NO value
The minimum number of threads for GeneralMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.GeneralMessageProcessing.minThreads,7af3b8f69d4d812dce18a26c56d9100a,Default,2,false,false,true,false,NO value,NO value,NO value
How much time (in milliseconds) a thread from the thread pool should stay idle before it's stopped for TransferStatusMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.TransferStatusMessageProcessing.idleTime,7af3b8f69d4d812dce18a26c56d9100a,Default,60,false,false,true,false,NO value,NO value,NO value
The maximum number of threads for TransferStatusMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.TransferStatusMessageProcessing.maxThreads,7af3b8f69d4d812dce18a26c56d9100a,Default,5,false,false,true,false,NO value,NO value,NO value
The minimum number of threads for TransferStatusMessageProcessing. This parameter is supported only for Standard Cluster.,Cluster.ThreadPools.ThreadPool.TransferStatusMessageProcessing.minThreads,7af3b8f69d4d812dce18a26c56d9100a,Default,3,false,false,true,false,NO value,NO value,NO value
Comma separated list of task processor attributes. Supported only for EC.,EventQueue.taskProcessor.attributes,7af3b8f69d4d812dce18a26c56d9100a,Default,"PGP=false, PUSH=false, PULL=false, FM_TRIGGERED=false, MAINTENANCE=false",false,false,true,false,NO value,NO value,NO value
Whether Folder Monitor service is enabled <true|false>.,FolderMonitor.enable,7af3b8f69d4d812dce18a26c56d9100a,Default,true,false,false,true,false,NO value,NO value,NO value
"Specifies TlsShutdown behaviour in command channel when client issues Clear command channel request. Possible values: none, server.
                      None: do not send TlsShutdown message just switch to plain TCP. Server: send a TlsShutdown to the client.",Ftp.CCC.TlsShutdownInitiator,7af3b8f69d4d812dce18a26c56d9100a,Default,server,false,false,true,false,NO value,NO value,NO value
Ftp bind host.,Ftp.Host,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
FTP passive address. If not set - the value field is empty. You can edit it from Setup->FTP Settings.,Ftp.PassiveAddr,7af3b8f69d4d812dce18a26c56d9100a,Default,,true,true,true,false,NO value,NO value,NO value
"Passive mode base port <port>, 0 means let system choose port.",Ftp.PassiveBase,7af3b8f69d4d812dce18a26c56d9100a,Default,0,true,false,true,false,NO value,NO value,NO value
"Passive mode port range <n>, 0 means there are no port range restrictions.",Ftp.PassiveSpan,7af3b8f69d4d812dce18a26c56d9100a,Default,0,true,false,true,false,NO value,NO value,NO value
Enable/disable legacy firewall friendly mode for ftp.,Ftp.SPEMode.enabled,7af3b8f69d4d812dce18a26c56d9100a,Default,false,false,false,true,false,NO value,NO value,NO value
Allowed pre-auth commands in legacy firewall friendly mode for ftp.,Ftp.SPEMode.preAuthCommands,7af3b8f69d4d812dce18a26c56d9100a,Default,"PORT,PASV,EPSV,EPRT,STRU,MODE,RETR,ABOR,CWD,XCWD,STAT,NOOP,PWD,XPWD,FEAT,SITE FEATURES",false,false,true,false,NO value,NO value,NO value
"If the FTP client does not send a close_notify message when uploading files to SecureTransport Server via FTPS, set to false to prevent failing the transfer. If set to false, the server would be susceptible to TLS truncation attacks!",Ftp.Ssl.requireCloseNotify,7af3b8f69d4d812dce18a26c56d9100a,Default,true,false,false,true,false,NO value,NO value,NO value
"When set, all subsequent to first requests to the ST Web client will be bound to that hostname. This should be used in the case where a DNS switch occurs to avoid requests getting split across different nodes. Accepted values: <hostname> | <host>",Http.RedirectHostname,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
Specifies the value of the Content-Security-Policy header for the HTTP daemon.,Http.Security.ContentSecurityPolicy,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
Specifies the value of the X-Content-Type-Options header for the HTTP daemon. Accepted value: nosniff,Http.Security.ContentTypeOptions,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
Specifies the value of the Expect-CT header for the HTTP daemon. Accepted value is: max-age=<age>; enforce; report-uri=<uri>. The enforce and report-uri directives are optional.,Http.Security.ExpectCT,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
Specifies the value of the Referrer-Policy header for the HTTP daemon. Accepted values are: no-referrer|no-referrer-when-downgrade|origin|origin-when-cross-origin|same-origin|strict-origin|strict-origin-when-cross-origin|unsafe-url,Http.Security.ReferrerPolicy,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
"Specifies value for the SameSite cookie attribute for http. Valid values: None, Lax, Strict. Default value when not set: Strict.",Http.Security.SameSite,7af3b8f69d4d812dce18a26c56d9100a,Default,Lax,false,false,true,false,NO value,NO value,NO value
Specifies the value of the X-XSS-Protection header for the HTTP daemon. Accepted values are: 0 | 1 | 1; mode=block |1; report=<reporting url>,Http.Security.XSSProtection,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
The host the plain HTTP server binds to.,HttpHost,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
The host the SSL HTTP server binds to.,HttpsHost,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
How many times Monitor service should try to restart admin service.,Monitor.ADMIN.retryCount,7af3b8f69d4d812dce18a26c56d9100a,Default,3,false,false,true,false,monitor.properties,monitor.admin.retryCount,
Interval between separate restart retries - in seconds.,Monitor.ADMIN.retryDelay,7af3b8f69d4d812dce18a26c56d9100a,Default,180,false,false,true,false,monitor.properties,monitor.admin.retryDelay,
How many times Monitor service should try to restart as2d service.,Monitor.AS2D.retryCount,7af3b8f69d4d812dce18a26c56d9100a,Default,3,false,false,true,false,monitor.properties,monitor.as2d.retryCount,
Interval between separate restart retries - in seconds.,Monitor.AS2D.retryDelay,7af3b8f69d4d812dce18a26c56d9100a,Default,180,false,false,true,false,monitor.properties,monitor.as2d.retryDelay,
How many times Monitor service should try to restart db service.,Monitor.DB.retryCount,7af3b8f69d4d812dce18a26c56d9100a,Default,5,false,false,true,false,monitor.properties,monitor.db.retryCount,
Interval between separate restart retries - in seconds.,Monitor.DB.retryDelay,7af3b8f69d4d812dce18a26c56d9100a,Default,60,false,false,true,false,monitor.properties,monitor.db.retryDelay,
How many times Monitor service should try to restart ftpd service.,Monitor.FTPD.retryCount,7af3b8f69d4d812dce18a26c56d9100a,Default,5,false,false,true,false,monitor.properties,monitor.ftpd.retryCount,
Interval between separate restart retries - in seconds.,Monitor.FTPD.retryDelay,7af3b8f69d4d812dce18a26c56d9100a,Default,60,false,false,true,false,monitor.properties,monitor.ftpd.retryDelay,
How many times Monitor service should try to restart httpd service.,Monitor.HTTPD.retryCount,7af3b8f69d4d812dce18a26c56d9100a,Default,5,false,false,true,false,monitor.properties,monitor.httpd.retryCount,
Interval between separate restart retries - in seconds.,Monitor.HTTPD.retryDelay,7af3b8f69d4d812dce18a26c56d9100a,Default,60,false,false,true,false,monitor.properties,monitor.httpd.retryDelay,
How many times Monitor service should try to restart pesitd service.,Monitor.PESITD.retryCount,7af3b8f69d4d812dce18a26c56d9100a,Default,5,false,false,true,false,monitor.properties,monitor.pesitd.retryCount,
Interval between separate restart retries - in seconds.,Monitor.PESITD.retryDelay,7af3b8f69d4d812dce18a26c56d9100a,Default,120,false,false,true,false,monitor.properties,monitor.pesitd.retryDelay,
How many times Monitor service should try to restart sshd service.,Monitor.SSHD.retryCount,7af3b8f69d4d812dce18a26c56d9100a,Default,5,false,false,true,false,monitor.properties,monitor.sshd.retryCount,
Interval between separate restart retries - in seconds.,Monitor.SSHD.retryDelay,7af3b8f69d4d812dce18a26c56d9100a,Default,60,false,false,true,false,monitor.properties,monitor.sshd.retryDelay,
How many times Monitor service should try to restart TM service.,Monitor.TM.retryCount,7af3b8f69d4d812dce18a26c56d9100a,Default,3,false,false,true,false,monitor.properties,monitor.tm.retryCount,
Interval between separate restart retries - in seconds.,Monitor.TM.retryDelay,7af3b8f69d4d812dce18a26c56d9100a,Default,180,false,false,true,false,monitor.properties,monitor.tm.retryDelay,
PeSIT local address to bind the daemon to.,Pesit.Listeners.Address,7af3b8f69d4d812dce18a26c56d9100a,Default,0.0.0.0,false,false,true,false,NO value,NO value,NO value
"This option once is used when configurate active/passive cluster. If you set Cluster.mode to passive_legacy, on the standby server, set
                      FolderMonitor.enable and Scheduler.enable to false. When you remove a server from an active/passive cluster, the result is two stand-alone
                      servers. Then you must set FolderMonitor.enable and Scheduler.enable to true. When the primary server fails in an active/passive cluster with cluster mode set to
                      passive_legacy, you must perform a manual failover on the passive standby server. To do this, set both FolderMonitor.enable and Scheduler.enable to true. Note: This parameter is supported by Standard cluster only.",Scheduler.enable,7af3b8f69d4d812dce18a26c56d9100a,Default,true,false,false,true,false,NO value,NO value,NO value
"When you need to use port 22 for an AIX server and for SecureTransport, search for the SSH.Host parameter and sets its
                      value to the actual IP address of the host. Note: You must restart SSH daemon after that. ",Ssh.Host,7af3b8f69d4d812dce18a26c56d9100a,Default,,false,false,true,false,NO value,NO value,NO value
"When set to false, system uses Sun library as the preferred crypto provider for SSH daemon, and BouncyCastle as a fallback. Sun provider has better performance in certain cases, but is not FIPS-certified.",Ssh.preferBouncyCastleProvider,7af3b8f69d4d812dce18a26c56d9100a,Default,true,true,false,true,false,NO value,NO value,NO value
Defines the host used for TM non-ssl listener.,TransactionManager.NonSSL.Listener.Host,7af3b8f69d4d812dce18a26c56d9100a,Default,localhost,false,false,true,false,NO value,NO value,NO value
Defines the host used for TM ssl listener. Possible value is localhost.,TransactionManager.SSL.Listener.Host,7af3b8f69d4d812dce18a26c56d9100a,Default,0.0.0.0,false,false,true,false,NO value,NO value,NO value
The password when exporting private keys of local certificates from the AccountSetup resource.,AccountSetupResource.ExportPassword,UNSPECIFIED,Default,tumbleweed,false,false,true,false,NO value,NO value,NO value
Allow Address Book collaboration for the top level Business Units and accounts without Business Unit.,AddressBook.AllowCollaboration,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
Enable or disable the AddressBook functionality.,AddressBook.Enabled,UNSPECIFIED,Default,false,false,false,true,false,NO value,NO value,NO value
The total number of recipients allowed for AdHoc packages and Shared Folders collaboration.,AddressBook.Limit.AdHoc.Recipients,UNSPECIFIED,Default,100,false,false,true,false,NO value,NO value,NO value
Specifies the default limit of Address Book entries returned to the user if no limit is specified in the request.,AddressBook.Limit.DefaultDisplayEntries,UNSPECIFIED,Default,10,false,false,true,false,NO value,NO value,NO value
Specifies the maximum limit of Address Book entries returned by the server in a single response. ,AddressBook.Limit.MaxDisplayEntries,UNSPECIFIED,Default,100,false,false,true,false,NO value,NO value,NO value
"Specifies the maximum limit of Address Book pages in a single request. The maximum amount of entries returned by
         an address book source is the multiplication of this value and AddressBook.Limit.MaxDisplayEntries.",AddressBook.Limit.MaxDisplayPages,UNSPECIFIED,Default,100,false,false,true,false,NO value,NO value,NO value
Specifies the minimum search string length when performing wildcard search for address book entries. ,AddressBook.Search.Min.Length,UNSPECIFIED,Default,3,false,false,true,false,NO value,NO value,NO value
"The AdHoc enrollment delivery method. Possible values are: DISABLED (Adhoc is disabled), ANONYMOUS (Enabling anonymous and challenge delivery method), 
                      ACCOUNT_WITH_ENROLLMENT (Enable Anonymous, Challenge, Enroll unlicensed, Enroll licensed), ACCOUNT_WITHOUT_ENROLLMENT (Enabling Anonymous, Challenge and Existing account delivery) and 
                      CUSTOM (Allow a custom list of anonymous, challenge, enrollment unlicensed account, enrollment licensed account).",AdHoc.DefaultDeliveryMethod,UNSPECIFIED,Default,DISABLED,true,false,true,false,NO value,NO value,NO value
"The AdHoc enrollment types. They take an effect only when the AdHoc.DeliveryMethod option is set to CUSTOM. Possible types are: ANONYMOUS, CHALLENGE, EXISTING_ACCOUNT, ENROLL_UNLICENSED and ENROLL_LICENSED.",AdHoc.DefaultEnrollmentTypes,UNSPECIFIED,Default,,true,false,true,false,NO value,NO value,NO value
 Disable email notification used for account enrollment,AdHoc.EnrollmentNotificationDisabled,UNSPECIFIED,Default,false,true,false,true,false,NO value,NO value,NO value
"The AdHoc default implicit enrollment types. Possible types are: ANONYMOUS_LINK, EXISTING_ACCOUNT, ENROLL_UNLICENSED and ENROLL_LICENSED.",AdHoc.ImplicitDefaultEnrollmentType,UNSPECIFIED,Default,,true,false,true,false,NO value,NO value,NO value
Allowed hosts.,Admin.Access.Allow,UNSPECIFIED,Default,from *,true,false,true,false,admin.htaccess,allow,
Denied hosts.,Admin.Access.Deny,UNSPECIFIED,Default,,true,false,false,false,admin.htaccess,deny,
"Default rule order <allow,deny|deny,allow>.",Admin.Access.Order,UNSPECIFIED,Default,"deny,allow",true,false,true,false,admin.htaccess,order,
Controls the status of admin client certificate authentication <none|optional|required>. You can edit it from Authentication->Login Settings.,Admin.ClientCertificateAuthentication,UNSPECIFIED,Default,none,true,false,true,false,admin.properties,Admin.ClientCertificateAuthentication,
"Enables or disables request caching for the Admin Service. Possible values
            - <true|false>. Change needs a manual restart.",Admin.ControlCaching,UNSPECIFIED,Default,false,false,false,true,false,NO value,NO value,NO value
Admind enabled ciphersuites.,Admin.EnabledCipherSuites,UNSPECIFIED,Default,"TLS_AES_256_GCM_SHA384, TLS_AES_128_GCM_SHA256, TLS_CHACHA20_POLY1305_SHA256, TLS_AES_128_CCM_SHA256, TLS_AES_128_CCM_8_SHA256, TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384, TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384, TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256, TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256, TLS_DHE_RSA_WITH_AES_256_GCM_SHA384, TLS_DHE_DSS_WITH_AES_256_GCM_SHA384, TLS_DHE_DSS_WITH_AES_256_CBC_SHA256, TLS_DHE_RSA_WITH_AES_256_CBC_SHA256, TLS_DHE_RSA_WITH_AES_128_GCM_SHA256, TLS_DHE_DSS_WITH_AES_128_GCM_SHA256, TLS_DHE_DSS_WITH_AES_128_CBC_SHA256, TLS_DHE_RSA_WITH_AES_128_CBC_SHA256, TLS_RSA_WITH_AES_256_CBC_SHA256",false,false,true,false,admin.properties,Admin.EnabledCipherSuites,
Admin http port.,Admin.Http.Port,UNSPECIFIED,Default,8004,false,false,true,false,admin.server.xml,@port,"/Server/Service/Connector[@protocol=""HTTP/1.1""]"
"You can adapt an HTML template to a different locale by copying the existing template files
                      and editing them. You also need to create a new file for each locale named skin.conf that
                      contains the descriptive information for the HTML Template.",Admin.Locale,UNSPECIFIED,Default,C,false,false,true,false,locale.conf,language,
Change needs a manual restart.,Admin.Port,UNSPECIFIED,Default,8444,false,false,true,false,admin.properties,Admin.Port,
Enable/disable reverse DNS lookups for the Administration Tool server <true|false>.,Admin.ReverseDNSLookup,UNSPECIFIED,Default,false,false,false,true,false,admin.server.xml,@enableLookups,"/Server/Service/Connector[@scheme=""https""]"
Specifies the value of the Content-Security-Policy header for Admin.,Admin.Security.ContentSecurityPolicy,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Specifies the value of the X-Content-Type-Options header for Admin. Accepted value: nosniff.,Admin.Security.ContentTypeOptions,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Specifies the value of the Expect-CT header for the Admin daemon. Accepted value is: max-age=<age>; enforce; report-uri=<uri>. The enforce and report-uri directives are optional. Requires Admin server restart on change.,Admin.Security.ExpectCT,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Specifies the value of the X-Frame-Options header for Admin. Accepted values are: deny | sameorigin.,Admin.Security.FrameOptions,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Enable or disable HSTS for Admin. Possible values are: true or false. The default one is true. Requires Admin server restart on change.,Admin.Security.Hsts.enabled,UNSPECIFIED,Default,true,false,false,true,false,NO value,NO value,NO value
"HSTS header max-age attribute value for Admin server. Measured in seconds. Default one is 6-months equivalent in seconds = 15768000. Only non-negative numbers are valid entries.
Values of other types will be ignored and default value will be set instead. Requires Admin server restart on change.",Admin.Security.Hsts.max-age,UNSPECIFIED,Default,15768000,false,false,true,false,NO value,NO value,NO value
"Specifies value for the SameSite cookie attribute for admin. Valid values: Unset, None, Lax, Strict. Default value when not set: Lax.",Admin.Security.SameSite,UNSPECIFIED,Default,Lax,false,false,true,false,NO value,NO value,NO value
Specifies the value of the X-XSS-Protection header for Admin. Accepted values are: 0 | 1 | 1; mode=block |1; report=<reporting url>.,Admin.Security.XSSProtection,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
"Configures the server Admin response header. Possible values: None | Prod | OS | Full. Default
            Value: Full.
         ",Admin.ServerHeaderTokens,UNSPECIFIED,Default,Full,false,false,true,false,NO value,NO value,NO value
Set the session timeout limits. The default value is 30 minutes (requires admin server restart).,Admin.SessionTimeout,UNSPECIFIED,Default,30,true,false,true,false,admin.web.xml,,/web-app/session-config/session-timeout
The Internal CA file.,Admin.Ssl.CaCertificateFile,UNSPECIFIED,Default,,true,false,true,false,admin.properties,Admin.Ssl.CaCertificateFile,
The selected CA certificates list.,Admin.Ssl.CaCertificateList,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Path to CA certificates used for indirect trust of SSL client or server certificates.,Admin.Ssl.CaCertificatePath,UNSPECIFIED,Default,,true,false,true,false,admin.properties,Admin.Ssl.CaCertificatePath,
Admin daemon enabled ssl/tls protocols,Admin.Ssl.protocols,UNSPECIFIED,Default,"TLSv1.2, TLSv1.3",false,false,true,false,NO value,NO value,NO value
The ssl verify depth.,Admin.Ssl.VerifyDepth,UNSPECIFIED,Default,10,true,false,true,false,admin.properties,Admin.Ssl.VerifyDepth,
Number of failed login attempts to lock administrator accounts. If not set - the value field is empty. You can edit it from Setup->Admin Settings.,AdminLockoutLimit,UNSPECIFIED,Default,,true,false,true,false,admin.properties,AdminLockoutLimit,
Required period for administrators to change password in days. If not set - the value field is empty. You can edit it from Setup->Admin Settings.,AdminPasswordExpiration,UNSPECIFIED,Default,,true,false,true,false,admin.properties,AdminPasswordExpiration,
Disable archiving for Send to partner step. Possible values are true and false.,AdvancedRouting.DisableSendToPartnerArchiving,UNSPECIFIED,Default,false,false,false,true,false,NO value,NO value,NO value
"Controls whether the payload is copied to sandbox folder when no transformations are performed on the file, only Publish to account or Send to partner step is present in the routing flow. Default value is true.",AdvancedRouting.DontCopyPayload,UNSPECIFIED,Default,true,false,false,true,false,NO value,NO value,NO value
The maximum file content length which can be extracted using expression language functions in number of characters for functions extracting symbols and in bytes for functions extracting raw content.,AdvancedRouting.EL.getFileContentMaxSize,UNSPECIFIED,Default,1048576,false,false,true,false,NO value,NO value,NO value
"When the Send to partner site Advanced Routing step fails to send a file its name is preserved 
         in environment variable session.failedFilesList. The option describes the maximum number of characters the 
         environment variable can keep.",AdvancedRouting.failedFilesNamesMaxCharsCount,UNSPECIFIED,Default,524288,false,false,true,false,NO value,NO value,NO value
The maximum Line padding length that can be specified in the LinePadding step.,AdvancedRouting.linePaddingMaxLength,UNSPECIFIED,Default,1024,false,false,true,false,NO value,NO value,NO value
The maximum size of the trigger file in bytes.,AdvancedRouting.maxTriggerFileSize,UNSPECIFIED,Default,6291456,false,false,true,false,NO value,NO value,NO value
"Controls whether to allow the overwrite of files with the same name when source and 
         destination is the same. The source and destination are defined by account name and the folder name. 
         Possible values: true|false, where false is default.",AdvancedRouting.PublishToAccount.allowSelfOverwrite,UNSPECIFIED,Default,false,false,false,true,false,NO value,NO value,NO value
The number of times SecureTransport retries to delete AdvancedRouting sandbox folder.,AdvancedRouting.sandboxDeleteMaxRetryCount,UNSPECIFIED,Default,3,false,false,true,false,NO value,NO value,NO value
The time in seconds SecureTransport will wait after failed sandbox delete attempt before retrying.,AdvancedRouting.sandboxDeleteRetryDelay,UNSPECIFIED,Default,2,false,false,true,false,NO value,NO value,NO value
Path to the root folder used for storing AdvancedRouting users' sandbox folders.,AdvancedRouting.sandboxFolderLocation,UNSPECIFIED,Default,,false,false,true,false,NO value,NO value,NO value
Specifies whether to evaluate the sandbox folder location with expression language.,AdvancedRouting.sandboxFolderLocation.expressionLanguage,UNSPECIFIED,Default,false,false,false,true,false,NO value,NO value,NO value
"Controls whether to use extended file filtering on route steps which examines file contents. Applicable when having repository encryption enabled. Provides better examination of file's mime type. However, it may return different results for the same file without having encryption. Option is effective only on encrypted files. Possible values - true | false. Defaults to false. Changing requires restart of Transaction Manager.",AdvancedRouting.TextFilter.RepositoryEncyptionEnabled,UNSPECIFIED,Default,false,false,false,true,false,NO value,NO value,NO value
Comma-delimited list of MIME subtypes that are to be treated as text content.,AdvancedRouting.TextMimeSubtypes,UNSPECIFIED,Default,"xml, json",false,false,true,false,NO value,NO value,NO value
The ssl key algorithm used.,AgentServers.Ssl.keyAlgorithm,UNSPECIFIED,Default,SunX509,false,false,true,false,NO value,NO value,NO value
The ssl protocol used. TLS by default.,AgentServers.Ssl.protocol,UNSPECIFIED,Default,TLS,false,false,true,false,NO value,NO value,NO value
The ssl trust algorithm used.,AgentServers.Ssl.trustAlgorithm,UNSPECIFIED,Default,X509,false,false,true,false,NO value,NO value,NO value
Asynchronous receipt /mdn sub directory.,As2.AsyncReceipt.asyncMdnSubDirectory,UNSPECIFIED,Default,pending-mdn,false,false,true,false,NO value,NO value,NO value
Defines the host for the Non-SSL Connector.,As2.AsyncReceipt.NonSSL.Host,UNSPECIFIED,Default,,true,false,true,false,NO value,NO value,NO value
"By default, a non-SSL HTTP/1.1 Connector is established on port 8080.",As2.AsyncReceipt.NonSSL.Port,UNSPECIFIED,Default,,true,false,true,false,NO value,NO value,NO value
